signal_date,feature,count,target7_rate,top_quantile_target7_rate,bottom_quantile_target7_rate,quantile_rate_spread,corr_target7,direction_hint
2026-06-12,total_score,174,0.5229885057471264,0.6857142857142857,0.5428571428571428,0.1428571428571429,0.1422825374341165,higher_better
2026-06-15,total_score,66,0.15151515151515152,0.2,0.07142857142857142,0.1285714285714286,0.13067478350371436,higher_better
2026-06-16,total_score,96,0.4375,0.5909090909090909,0.35,0.24090909090909096,0.1451941573146085,higher_better
2026-06-17,total_score,169,0.3609467455621302,0.5142857142857142,0.2571428571428571,0.2571428571428571,0.240315245726897,higher_better
2026-06-18,total_score,210,0.37142857142857144,0.5,0.27906976744186046,0.22093023255813954,0.14197699796944174,higher_better
2026-06-23,total_score,91,0.43956043956043955,0.7368421052631579,0.10526315789473684,0.631578947368421,0.2763597051228252,higher_better
2026-06-24,total_score,155,0.27741935483870966,0.3870967741935484,0.12903225806451613,0.25806451612903225,0.1460245891512273,higher_better
2026-06-25,total_score,215,0.20465116279069767,0.3181818181818182,0.09090909090909091,0.22727272727272727,0.18659346191039508,higher_better
2026-06-08,trend_hold_score,48,0.22916666666666666,0.4666666666666667,0.15789473684210525,0.3087719298245614,0.283696160261394,higher_better
2026-06-09,trend_hold_score,35,0.37142857142857144,0.4,0.5714285714285714,-0.17142857142857137,0.04936317017236564,lower_better
2026-06-10,trend_hold_score,118,0.2966101694915254,0.36666666666666664,0.275,0.09166666666666662,0.08341436159863538,higher_better
2026-06-11,trend_hold_score,171,0.3216374269005848,0.3492063492063492,0.2597402597402597,0.08946608946608947,0.13958767506380476,higher_better
2026-06-12,trend_hold_score,174,0.5229885057471264,0.5833333333333334,0.5066666666666667,0.07666666666666666,0.08769328105775193,higher_better
2026-06-15,trend_hold_score,66,0.15151515151515152,0.13333333333333333,0.21428571428571427,-0.08095238095238094,0.03926813689887598,lower_better
2026-06-16,trend_hold_score,96,0.4375,0.4666666666666667,0.30434782608695654,0.16231884057971013,0.059585178012818193,higher_better
2026-06-17,trend_hold_score,169,0.3609467455621302,0.4722222222222222,0.2830188679245283,0.18920335429769392,0.19239124236733035,higher_better
2026-06-18,trend_hold_score,210,0.37142857142857144,0.45454545454545453,0.3333333333333333,0.12121212121212122,0.09144367990269708,higher_better
2026-06-23,trend_hold_score,91,0.43956043956043955,0.5925925925925926,0.37142857142857144,0.22116402116402112,0.24740508474244333,higher_better
2026-06-24,trend_hold_score,155,0.27741935483870966,0.3148148148148148,0.23529411764705882,0.079520697167756,0.09656424850213069,higher_better
2026-06-25,trend_hold_score,215,0.20465116279069767,0.32608695652173914,0.12903225806451613,0.197054698457223,0.19012414426599686,higher_better
